mini,base_mm2,cost,faction,price,price_old
Rhino,Use model,75.0,Adepta_Sororitas,41.4,41.4
Rhino,Use model,75.0,Adepta_Sororitas,56.12,56.12
Rhino,Use model,75.0,Adepta_Sororitas,41.4,41.4
Rhino,Use model,75.0,Adepta_Sororitas,56.12,56.12
Rhino,Use model,75.0,Adepta_Sororitas,41.4,41.4
Rhino,Use model,75.0,Adepta_Sororitas,56.12,56.12
Rhino,Use model,75.0,Chaos_Space_Marines,41.4,41.4
Rhino,Use model,75.0,Chaos_Space_Marines,56.12,56.12
Rhino,Use model,75.0,Chaos_Space_Marines,41.4,41.4
Rhino,Use model,75.0,Chaos_Space_Marines,56.12,56.12
Rhino,Use model,75.0,Death_Guard,41.4,41.4
Rhino,Use model,75.0,Death_Guard,56.12,56.12
Rhino,Use model,75.0,Death_Guard,41.4,41.4
Rhino,Use model,75.0,Death_Guard,56.12,56.12
Thunderhawk Transporter,120 x 92mm,495.0,Space_Marines,54.28,54.28
Tyrannic War Veterans,25mm,85.0,Deathwatch,48.76,48.76
Vulkan He'stan,40mm,100.0,Space_Marines,43.24,43.24
Whirlwind,Use model,190.0,Space_Marines,68.08,68.08
Whirlwind Scorpius,Use model,115.0,Space_Marines,54.28,54.28
Xiphon Interceptor,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Heretic Astartes Daemon Prince With Wings,60mm,180.0,Chaos_Daemons,55.2,55.2
Renegade Enforcer,25mm,65.0,Chaos_Space_Marines,55.2,55.2
Renegade Heavy Weapons Squad,40mm,75.0,Space_Marines,48.76,48.76
OGRYN PACK MASTER,40mm,40.0,Astra_Militarum,55.2,55.2
OGRYN PACK MASTER,40mm,70.0,Astra_Militarum,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,40.0,Chaos_Daemons,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,70.0,Chaos_Daemons,55.2,55.2
Renegade Ogryn Brutes,40mm,95.0,Astra_Militarum,55.2,55.2
Renegade Plague Ogryns,40mm,95.0,Astra_Militarum,55.2,55.2
Deffkoptas With Big Shootas,75 x 42mm,130.0,Orks,55.2,55.2
Death Company Marines With Jump Packs,32mm,120.0,Blood_Angels,40.02,40.02
Death Company Marines With Jump Packs,32mm,230.0,Blood_Angels,40.02,40.02
Sanguinary Priest With Jump Pack,32mm,100.0,Blood_Angels,40.02,40.02
Earthshaker Platform,Use model,110.0,Astra_Militarum,55.2,55.2
Elysian Drop Sentinel,60mm,85.0,Space_Marines,54.28,54.28
Leman Russ Eradicator,Use model,170.0,Astra_Militarum,55.2,55.2
Leman Russ Executioner,Use model,170.0,Astra_Militarum,55.2,55.2
Leman Russ Exterminator,Use model,180.0,Astra_Militarum,55.2,55.2
Leman Russ Punisher,Use model,150.0,Astra_Militarum,55.2,55.2
Leman Russ Vanquisher,Use model,145.0,Astra_Militarum,55.2,55.2
Tempestus Scions,25mm,70.0,Astra_Militarum,44.16,44.16
Tempestus Scions,25mm,140.0,Astra_Militarum,44.16,44.16
Ravenwing Command Squad,75 x 42mm,120.0,Dark_Angels,50.6,50.6
Daemon Prince of Nurgle with Wings,60mm,195.0,Death_Guard,55.2,55.2
Icon Bearer,32mm,45.0,Chaos_Space_Marines,32.2,32.2
Icon Bearer,32mm,45.0,Death_Guard,32.2,32.2
Norn Emissary,100mm,260.0,Necrons,112.24,112.24
Norn Assimilator,100mm,275.0,Space_Marines,112.24,112.24
Neurolictor,50mm,70.0,Tyranids,40.02,40.02
Exalted Sorcerer on Disc of Tzeentch,40mm,100.0,Chaos_Daemons,55.2,55.2
Daemon Prince of Khorne with Wings,60mm,180.0,Chaos_Daemons,55.2,55.2
Daemon Prince Of Chaos With Wings,60mm,180.0,Chaos_Daemons,55.2,55.2
Autarch Wayleaper,32mm,80.0,Craftworlds,30.82,30.82
Inquisitor In Terminator Armour,25mm,70.0,Chaos_Space_Marines,43.24,43.24
Damned Legionnaires,25mm,90.0,Chaos_Space_Marines,55.2,55.2
Damned Legionnaires,25mm,180.0,Chaos_Space_Marines,55.2,55.2
ROGUE TRADER,25mm,75.0,Space_Marines,54.28,54.28
ROGUE TRADER,25mm,105.0,Space_Marines,54.28,54.28
OTHER MODELS,25mm,75.0,Tau_Empire,55.2,55.2
OTHER MODELS,25mm,105.0,Tau_Empire,55.2,55.2
Janus Draik,32mm,40.0,Drukhari,55.2,55.2
Neyam Shai Murad,32mm,40.0,Dark_Angels,59.8,59.8
Navigator,32mm,60.0,Adepta_Sororitas,32.2,32.2
Navigator,32mm,75.0,Adepta_Sororitas,32.2,32.2
Ur-025,32mm,55.0,Inquisition,44.16,44.16
Inquisitorial Agents,25mm,50.0,Inquisition,55.2,55.2
Inquisitorial Agents,25mm,100.0,Inquisition,55.2,55.2
Inquisitorial Agents,25mm,60.0,Inquisition,55.2,55.2
Inquisitorial Agents,25mm,120.0,Inquisition,55.2,55.2
Grey Knights Relic Razorback,Use model,95.0,Imperial_Knights,179.4,179.4
Armiger Moirax,100mm,150.0,Imperial_Knights,179.4,179.4
Sir Hekhtur,25mm,,Imperial_Knights,179.4,179.4
EPHRAEL STERN,32mm,85.0,Thousand_Sons,55.2,55.2
KYGANIL OF THE BLOODY TEARS,32mm,85.0,Adepta_Sororitas,56.12,56.12
Company Heroes,40mm,105.0,Space_Marines,63.48,63.48
Apothecary,40mm,50.0,Space_Marines,38.64,38.64
Ancient,40mm,50.0,Adepta_Sororitas,40.02,40.02
Assault Intercessors With Jump Packs,32mm,90.0,Space_Marines,55.2,55.2
Assault Intercessors With Jump Packs,32mm,170.0,Space_Marines,55.2,55.2
Spectrus Kill Team,32mm,180.0,Deathwatch,48.76,48.76
Fortis Kill Team,32mm,180.0,Deathwatch,48.76,48.76
Indomitor Kill Team,40mm,250.0,Deathwatch,48.76,48.76
Deathwatch Veterans,32mm,100.0,Deathwatch,48.76,48.76
Deathwatch Veterans,32mm,190.0,Deathwatch,48.76,48.76
Impulsor,100mm,85.0,Space_Marines,54.28,54.28
Gladiator Lancer,100mm,160.0,Space_Marines,88.32,88.32
Gladiator Valiant,100mm,160.0,Space_Marines,88.32,88.32
Gladiator Reaper,100mm,160.0,Space_Marines,88.32,88.32
Repulsor Executioner,100mm,220.0,Astra_Militarum,105.8,105.8
Repulsor,100mm,180.0,Space_Marines,54.28,54.28
GRIMALDUS,40mm,110.0,Space_Marines,54.28,54.28
CENOBYTE SERVITOR,28.5mm,110.0,Orks,55.2,55.2
Castellan,40mm,60.0,Grey_Knights,56.12,56.12
High Marshal Helbrecht,60mm,120.0,Supplement_Marines,55.2,55.2
Emperor's Champion,40mm,90.0,Supplement_Marines,40.02,40.02
Marshal,40mm,80.0,Dark_Angels,59.8,59.8
Sword Brethren Squad,40mm,105.0,Space_Marines,54.28,54.28
Sword Brethren Squad,40mm,130.0,Space_Marines,54.28,54.28
Sword Brethren Squad,40mm,235.0,Space_Marines,54.28,54.28
Sword Brethren Squad,40mm,260.0,Space_Marines,54.28,54.28
NEOPHYTES,28.5mm,150.0,Genestealer_Cult,44.16,44.16
NEOPHYTES,28.5mm,310.0,Genestealer_Cult,44.16,44.16
OTHER MODELS,32mm,150.0,Tau_Empire,55.2,55.2
OTHER MODELS,32mm,310.0,Tau_Empire,55.2,55.2
Venerable Dreadnought,60mm,140.0,Space_Marines,55.2,55.2
Venerable Dreadnought,60mm,140.0,Space_Marines,53.36,53.36
Venerable Dreadnought,60mm,140.0,Grey_Knights,55.2,55.2
Venerable Dreadnought,60mm,140.0,Grey_Knights,53.36,53.36
Wolf Guard Pack Leader With Jump Pack,32mm,,Space_Wolves,54.739999999999995,54.739999999999995
Wolf Guard Pack Leader In Terminator Armour,40mm,,Space_Wolves,54.739999999999995,54.739999999999995
Wolf Guard Pack Leader,32mm,,Space_Wolves,40.02,40.02
Cyberwolf,40mm,,Space_Wolves,54.739999999999995,54.739999999999995
Hounds Of Morkai,32mm,,Space_Wolves,42.32,42.32
Castellum Stronghold,Use model,,Space_Marines,54.28,54.28
Wall Of Martyrs Bunker,Use model,180.0,Space_Marines,54.28,54.28
Wall Of Martyrs Defence Line,Use model,140.0,Space_Marines,54.28,54.28
Wall Of Martyrs Defence Line,Use model,280.0,Space_Marines,54.28,54.28
Wall Of Martyrs Defence Emplacement,Use model,140.0,Space_Marines,54.28,54.28
Aegis Defence Line With Weapon Emplacement,Use model,145.0,Space_Marines,54.28,54.28
Khorne Berzerkers,32mm,180.0,Chaos_Space_Marines,45.08,45.08
Khorne Berzerkers,32mm,360.0,Chaos_Space_Marines,45.08,45.08
Rubric Marine,32mm,105.0,Thousand_Sons,59.8,59.8
Rubric Marine,32mm,190.0,Thousand_Sons,59.8,59.8
Aspiring Sorcerer,32mm,105.0,Chaos_Space_Marines,55.2,55.2
Aspiring Sorcerer,32mm,190.0,Chaos_Space_Marines,55.2,55.2
Plague Marines,32mm,95.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,95.0,Death_Guard,46.92,46.92
Plague Marines,32mm,95.0,Death_Guard,46.92,46.92
Plague Marines,32mm,130.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,130.0,Death_Guard,46.92,46.92
Plague Marines,32mm,130.0,Death_Guard,46.92,46.92
Plague Marines,32mm,190.0,Chaos_Space_Marines,46.92,46.92
Plague Marines,32mm,190.0,Death_Guard,46.92,46.92
Plague Marines,32mm,190.0,Death_Guard,46.92,46.92
Chaos Thunderhawk,120 x 92mm flying base,840.0,Chaos_Daemons,55.2,55.2
Greater Blight Drone,60mm,150.0,Chaos_Daemons,55.2,55.2
Blood Slaughterer,Use model,160.0,Chaos_Daemons,55.2,55.2
Chaos Thunderhawk,120 x 92mm flying base,840.0,Chaos_Daemons,55.2,55.2
Greater Brass Scorpion,Use model,560.0,Chaos_Daemons,55.2,55.2
Kytan Ravager,170 x 109mm,425.0,Drukhari,55.2,55.2
Chaos Thunderhawk,120 x 92mm flying base,840.0,Chaos_Daemons,55.2,55.2
Chaos Lord On Palanquin Of Nurgle,60mm,90.0,Necrons,48.76,48.76
NIGHTMARE HULK,40mm,125.0,Chaos_Space_Marines,55.2,55.2
GELLERPOX MUTANTS,25mm,125.0,Death_Guard,55.2,55.2
Hell Blade,120 x 92mm flying base,115.0,Astra_Militarum,55.2,55.2
Hell Talon,120 x 92mm flying base,140.0,Drukhari,55.2,55.2
Mutoid Vermin,25mm,85.0,Chaos_Space_Marines,55.2,55.2
Chaos Lord On Disc Of Tzeentch,40mm,100.0,Necrons,48.76,48.76
Hell Blade,120 x 92mm flying base,115.0,Astra_Militarum,55.2,55.2
Hell Talon,120 x 92mm flying base,140.0,Drukhari,55.2,55.2
Sorcerer On Palanquin Of Nurgle,60mm,80.0,Chaos_Space_Marines,55.2,55.2
Hell Blade,120 x 92mm flying base,115.0,Astra_Militarum,55.2,55.2
Hell Talon,120 x 92mm flying base,140.0,Drukhari,55.2,55.2
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Land Raider Achilles,Use model,285.0,Drukhari,55.2,55.2
Land Raider Achilles,Use model,285.0,Drukhari,55.2,55.2
Land Raider Achilles,Use model,285.0,Drukhari,55.2,55.2
Land Raider Achilles,Use model,285.0,Drukhari,55.2,55.2
Land Raider Proteus,Use model,250.0,Drukhari,55.2,55.2
Land Raider Proteus,Use model,250.0,Drukhari,55.2,55.2
Land Raider Proteus,Use model,250.0,Drukhari,55.2,55.2
Land Raider Proteus,Use model,250.0,Drukhari,55.2,55.2
Fire Raptor Gunship,120 x 92mm flying base,290.0,Chaos_Space_Marines,55.2,55.2
Fire Raptor Gunship,120 x 92mm flying base,290.0,Chaos_Space_Marines,55.2,55.2
Fire Raptor Gunship,120 x 92mm flying base,290.0,Chaos_Space_Marines,55.2,55.2
Fire Raptor Gunship,120 x 92mm flying base,290.0,Chaos_Space_Marines,55.2,55.2
Spartan,Use model,315.0,Chaos_Daemons,55.2,55.2
Spartan,Use model,315.0,Chaos_Daemons,55.2,55.2
Spartan,Use model,315.0,Chaos_Daemons,55.2,55.2
Spartan,Use model,315.0,Chaos_Daemons,55.2,55.2
Deredeo Dreadnought,80mm,170.0,Space_Marines,54.28,54.28
Deredeo Dreadnought,80mm,170.0,Space_Marines,54.28,54.28
Deredeo Dreadnought,80mm,170.0,Space_Marines,54.28,54.28
Deredeo Dreadnought,80mm,170.0,Space_Marines,54.28,54.28
Cerberus,Use model,285.0,Chaos_Space_Marines,55.2,55.2
Cerberus,Use model,285.0,Chaos_Space_Marines,55.2,55.2
Cerberus,Use model,285.0,Chaos_Space_Marines,55.2,55.2
Cerberus,Use model,285.0,Chaos_Space_Marines,55.2,55.2
Kratos,Use model,265.0,Chaos_Space_Marines,55.2,55.2
Kratos,Use model,265.0,Chaos_Space_Marines,55.2,55.2
Kratos,Use model,265.0,Chaos_Space_Marines,55.2,55.2
Kratos,Use model,265.0,Chaos_Space_Marines,55.2,55.2
Sokar-pattern Stormbird,Use model,1100.0,Space_Marines,54.28,54.28
Sokar-pattern Stormbird,Use model,1100.0,Space_Marines,54.28,54.28
Sokar-pattern Stormbird,Use model,1100.0,Space_Marines,54.28,54.28
Sokar-pattern Stormbird,Use model,1100.0,Space_Marines,54.28,54.28
Sicaran Battle Tank,Use model,220.0,Astra_Militarum,55.2,55.2
Sicaran Battle Tank,Use model,220.0,Astra_Militarum,55.2,55.2
Sicaran Battle Tank,Use model,220.0,Astra_Militarum,55.2,55.2
Sicaran Battle Tank,Use model,220.0,Astra_Militarum,55.2,55.2
Mastodon,Use model,610.0,Space_Marines,54.28,54.28
Mastodon,Use model,610.0,Space_Marines,54.28,54.28
Mastodon,Use model,610.0,Space_Marines,54.28,54.28
Mastodon,Use model,610.0,Space_Marines,54.28,54.28
Leviathan Dreadnought,80mm,215.0,Blood_Angels,40.02,40.02
Leviathan Dreadnought,80mm,215.0,Blood_Angels,40.02,40.02
Leviathan Dreadnought,80mm,215.0,Blood_Angels,40.02,40.02
Leviathan Dreadnought,80mm,215.0,Blood_Angels,40.02,40.02
Fellblade,Use model,535.0,Astra_Militarum,55.2,55.2
Fellblade,Use model,535.0,Astra_Militarum,55.2,55.2
Fellblade,Use model,535.0,Astra_Militarum,55.2,55.2
Fellblade,Use model,535.0,Astra_Militarum,55.2,55.2
Relic Contemptor Dreadnought,60mm,180.0,Adeptus_Custodes,59.8,59.8
Relic Contemptor Dreadnought,60mm,180.0,Adeptus_Custodes,59.8,59.8
Relic Contemptor Dreadnought,60mm,180.0,Adeptus_Custodes,59.8,59.8
Relic Contemptor Dreadnought,60mm,180.0,Adeptus_Custodes,59.8,59.8
Whirlwind Scorpius,Use model,115.0,Space_Marines,54.28,54.28
Whirlwind Scorpius,Use model,115.0,Space_Marines,54.28,54.28
Whirlwind Scorpius,Use model,115.0,Space_Marines,54.28,54.28
Whirlwind Scorpius,Use model,115.0,Space_Marines,54.28,54.28
Xiphon Interceptor,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Xiphon Interceptor,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Xiphon Interceptor,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Xiphon Interceptor,120 x 92mm flying base,115.0,Space_Marines,54.28,54.28
Rapier Carrier,Use model,100.0,Space_Marines,54.28,54.28
Rapier Carrier,Use model,100.0,Space_Marines,54.28,54.28
Rapier Carrier,Use model,100.0,Space_Marines,54.28,54.28
Rapier Carrier,Use model,100.0,Space_Marines,54.28,54.28
Storm Eagle Gunship,120 x 92mm flying base,255.0,Space_Wolves,75.44,75.44
Storm Eagle Gunship,120 x 92mm flying base,255.0,Space_Wolves,75.44,75.44
Storm Eagle Gunship,120 x 92mm flying base,255.0,Space_Wolves,75.44,75.44
Storm Eagle Gunship,120 x 92mm flying base,255.0,Space_Wolves,75.44,75.44
Sicaran Venator,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Venator,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Venator,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Venator,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Typhon,Use model,385.0,Tyranids,57.5,57.5
Typhon,Use model,385.0,Tyranids,57.5,57.5
Typhon,Use model,385.0,Tyranids,57.5,57.5
Typhon,Use model,385.0,Tyranids,57.5,57.5
Sicaran Punisher,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Punisher,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Punisher,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Sicaran Punisher,Use model,220.0,Adeptus_Mechanicus,59.8,59.8
Falchion,Use model,515.0,Craftworlds,52.900000000000006,52.900000000000006
Falchion,Use model,515.0,Craftworlds,52.900000000000006,52.900000000000006
Falchion,Use model,515.0,Craftworlds,52.900000000000006,52.900000000000006
Falchion,Use model,515.0,Craftworlds,52.900000000000006,52.900000000000006
Sydonian Dragoons,105 x 70mm,55.0,Adeptus_Mechanicus,59.8,59.8
Sydonian Dragoons,105 x 70mm,100.0,Adeptus_Mechanicus,59.8,59.8
Sydonian Dragoons,105 x 70mm,150.0,Adeptus_Mechanicus,59.8,59.8
Sydonian Skatros,40mm,50.0,Adeptus_Mechanicus,38.64,38.64
Inner Circle Companions,40mm,90.0,Dark_Angels,55.2,55.2
Inner Circle Companions,40mm,180.0,Dark_Angels,55.2,55.2
Crisis Sunforge Battlesuits,50mm,140.0,Tau_Empire,55.2,55.2
Crisis Battlesuits,50mm,120.0,Tau_Empire,69.92,69.92
Crisis Battlesuits,50mm,110.0,Tau_Empire,69.92,69.92
Kroot Trail Shaper,32mm,55.0,Tau_Empire,32.2,32.2
Kroot War Shaper,32mm,50.0,Tau_Empire,35.88,35.88
Kroot Flesh Shaper,32mm,45.0,Tau_Empire,32.2,32.2
Kroot Lone-Spear,90 x 52mm,80.0,Tau_Empire,55.2,55.2
Krootox Rampagers,50mm,85.0,Chaos_Knights,59.8,59.8
Krootox Rampagers,50mm,170.0,Chaos_Knights,59.8,59.8
Big Mek,50mm,70.0,Orks,48.76,48.76
Ufthak Blackhawk,50mm,70.0,Tau_Empire,55.2,55.2
Chaos Lord,40mm,80.0,Chaos_Space_Marines,28.52,28.52
Chaos Lord,40mm,80.0,Chaos_Space_Marines,28.52,28.52
Cultist Firebrand,32mm,45.0,Genestealer_Cult,32.2,32.2
Cultist Mob with Firearms,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob with Firearms,25mm,100.0,Genestealer_Cult,44.16,44.16
Canoness,32mm,75.0,Adepta_Sororitas,33.12,33.12
Benefictus,32mm,70.0,Astra_Militarum,32.2,32.2
Acolyte Hybrids With Hand Flamers,32mm,70.0,Genestealer_Cult,44.16,44.16
Acolyte Hybrids With Hand Flamers,32mm,140.0,Genestealer_Cult,44.16,44.16
Celestian Sacresant Aveline,50mm,45.0,Adepta_Sororitas,59.8,59.8
Ministorum Priest,32mm,40.0,Space_Wolves,32.2,32.2
Grey Knights Terminator Squad,40mm,190.0,Chaos_Space_Marines,55.2,55.2
Grey Knights Terminator Squad,40mm,210.0,Chaos_Space_Marines,55.2,55.2
Watch Captain Artemis,32mm,65.0,Deathwatch,36.8,36.8
Watch Master,32mm,95.0,Deathwatch,32.2,32.2
Deathwatch Veterans,32mm,100.0,Deathwatch,48.76,48.76
Deathwatch Veterans,32mm,190.0,Deathwatch,48.76,48.76
Corvus Blackstar,120 x 92mm flying base,180.0,Deathwatch,74.52,74.52
Battle Sisters Squad,32mm,100.0,Adepta_Sororitas,56.12,56.12
Battle Sisters Squad,32mm,115.0,Adepta_Sororitas,56.12,56.12
Immolator,Use model,100.0,Adepta_Sororitas,69.92,69.92
Immolator,Use model,115.0,Adepta_Sororitas,69.92,69.92
Chimera,Use model,70.0,Astra_Militarum,45.08,45.08
KILL TEAM VETERAN,32mm,220.0,Deathwatch,48.76,48.76
KILL TEAM BIKER,75 x 42mm,220.0,Deathwatch,48.76,48.76
CHAPLAIN CASSIUS,32mm,220.0,Blood_Angels,40.02,40.02
KILL TEAM TERMINATOR,40mm,220.0,Deathwatch,48.76,48.76
Deathwatch Terminator Squad,40mm,210.0,Chaos_Space_Marines,55.2,55.2
Deathwatch Terminator Squad,40mm,420.0,Chaos_Space_Marines,55.2,55.2
Veteran Bike Squad,75 x 25mm,70.0,Deathwatch,48.76,48.76
Veteran Bike Squad,75 x 25mm,140.0,Deathwatch,48.76,48.76
KILL TEAM VETERANS,32mm,160.0,Deathwatch,48.76,48.76
KILL TEAM VETERANS,32mm,320.0,Deathwatch,48.76,48.76
KILL TEAM BIKER,75 x 42mm,160.0,Deathwatch,48.76,48.76
KILL TEAM BIKER,75 x 42mm,320.0,Deathwatch,48.76,48.76
KILL TEAM TERMINATOR,40mm,160.0,Deathwatch,48.76,48.76
KILL TEAM TERMINATOR,40mm,320.0,Deathwatch,48.76,48.76
KILL TEAM INTERCESSOR,32mm,100.0,Space_Marines,54.28,54.28
KILL TEAM INTERCESSOR,32mm,200.0,Space_Marines,54.28,54.28
KILL TEAM OUTRIDER,90 x 52mm,100.0,Space_Marines,54.28,54.28
KILL TEAM OUTRIDER,90 x 52mm,200.0,Space_Marines,54.28,54.28
Indomitor Kill Team,40mm,120.0,Deathwatch,48.76,48.76
Indomitor Kill Team,40mm,240.0,Deathwatch,48.76,48.76
Spectrus Kill Team,32mm,90.0,Deathwatch,48.76,48.76
Spectrus Kill Team,32mm,180.0,Deathwatch,48.76,48.76
Daemonhost,25mm,40.0,Chaos_Daemons,55.2,55.2
Daemonhost,25mm,80.0,Chaos_Daemons,55.2,55.2
Jokaero Weaponsmith,25mm,30.0,Inquisition,44.16,44.16
Imperial Rhino,Use model,75.0,Space_Marines,54.28,54.28
Captain,40mm,80.0,Blood_Angels,40.02,40.02
Death Company Captain,40mm,70.0,Blood_Angels,40.02,40.02
Death Company Captain,40mm,75.0,Blood_Angels,40.02,40.02
Tempestus Aquilons,28.5mm,100.0,Astra_Militarum,44.16,44.16
Death Company Dreadnought with Magna-grapple,90mm,145.0,Blood_Angels,40.02,40.02
Death Company Marines with Boltguns,32mm,125.0,Blood_Angels,40.02,40.02
Death Company Marines with Boltguns,32mm,250.0,Blood_Angels,40.02,40.02
Death Company Marines with Boltguns and Jump Packs,32mm,140.0,Blood_Angels,40.02,40.02
Death Company Marines with Boltguns and Jump Packs,32mm,280.0,Blood_Angels,40.02,40.02
Tech-priest Dominus,50mm,65.0,Adeptus_Mechanicus,40.02,40.02
Tech-priest Manipulus,50mm,60.0,Adeptus_Mechanicus,40.02,40.02
Skitarii Marshal,32mm,35.0,Adeptus_Mechanicus,32.2,32.2
Skitarii Rangers,25mm,85.0,Adeptus_Mechanicus,55.2,55.2
Skitarii Vanguard,25mm,95.0,Adeptus_Mechanicus,55.2,55.2
Cultist Firebrand,32mm,45.0,Genestealer_Cult,32.2,32.2
CULT DEMAGOGUE,32mm,90.0,Genestealer_Cult,44.16,44.16
OTHER MODELS,28.5mm,90.0,Tau_Empire,55.2,55.2
TRAITOR ENFORCER,32mm,55.0,Space_Marines,51.06,51.06
TRAITOR OGRYN,40mm,55.0,Astra_Militarum,55.2,55.2
Renegade Enforcer,25mm,65.0,Chaos_Space_Marines,55.2,55.2
Rogue Psyker,32mm,60.0,Harlequins,37.72,37.72
Cultist Mob,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob,25mm,100.0,Genestealer_Cult,44.16,44.16
Cultist Mob with Firearms,25mm,50.0,Genestealer_Cult,44.16,44.16
Cultist Mob with Firearms,25mm,100.0,Genestealer_Cult,44.16,44.16
MUTANT,25mm,90.0,Chaos_Space_Marines,55.2,55.2
MUTANT,25mm,195.0,Chaos_Space_Marines,55.2,55.2
TORMENT,40mm,90.0,Tyranids,64.4,64.4
TORMENT,40mm,195.0,Tyranids,64.4,64.4
Fellgor Beastmen,32mm,70.0,Chaos_Space_Marines,55.2,55.2
Traitor Guardsmen Squad,25mm,70.0,Space_Marines,48.76,48.76
NIGHTMARE HULK,40mm,125.0,Chaos_Space_Marines,55.2,55.2
GELLERPOX MUTANTS,25mm,125.0,Death_Guard,55.2,55.2
Mutoid Vermin,25mm,85.0,Chaos_Space_Marines,55.2,55.2
Negavolt Cultists,32mm,55.0,Genestealer_Cult,44.16,44.16
Renegade Heavy Weapons Squad,40mm,75.0,Space_Marines,48.76,48.76
OGRYN PACK MASTER,40mm,40.0,Astra_Militarum,55.2,55.2
OGRYN PACK MASTER,40mm,70.0,Astra_Militarum,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,40.0,Chaos_Daemons,55.2,55.2
CHAOS MAULER HOUND,60 x 35.5mm,70.0,Chaos_Daemons,55.2,55.2
Renegade Ogryn Brutes,40mm,95.0,Astra_Militarum,55.2,55.2
Renegade Plague Ogryns,40mm,95.0,Astra_Militarum,55.2,55.2
BREAKA BOY,32mm,140.0,Orks,55.2,55.2
Watch Master,32mm,95.0,Deathwatch,32.2,32.2
Watch Captain Artemis,32mm,65.0,Deathwatch,36.8,36.8
Deathwatch Terminator Squad,40mm,190.0,Chaos_Space_Marines,55.2,55.2
Deathwatch Terminator Squad,40mm,350.0,Chaos_Space_Marines,55.2,55.2
KILL TEAM SERGEANT WITH JUMP PACK AND KILL TEAM INTERCESSORS WITH JUMP PACKS,32mm,275.0,Space_Marines,54.28,54.28
KILL TEAM HEAVY INTERCESSORS WITH JUMP PACKS,40mm,275.0,Space_Marines,54.28,54.28
KILL TEAM VETERAN,32mm,220.0,Deathwatch,48.76,48.76
KILL TEAM BIKER,75 x 42mm,220.0,Deathwatch,48.76,48.76
CHAPLAIN CASSIUS,32mm,220.0,Blood_Angels,40.02,40.02
KILL TEAM TERMINATOR,40mm,220.0,Deathwatch,48.76,48.76
Legionaries,32mm,110.0,Chaos_Space_Marines,63.48,63.48
Legionaries,32mm,190.0,Chaos_Space_Marines,63.48,63.48
Deathleaper,60mm,80.0,Tyranids,59.8,59.8
Parasite Of Mortrex,40mm,80.0,Tyranids,40.02,40.02
Winged Hive Tyrant,60mm,170.0,Tyranids,59.8,59.8
Winged Tyranid Prime,50mm,65.0,Tyranids,57.5,57.5
Gargoyles,32mm flying base,85.0,Tyranids,57.5,57.5
Gargoyles,32mm flying base,170.0,Tyranids,57.5,57.5
Tyrannocyte,100mm,105.0,Tyranids,60.72,60.72
Lictor,50mm,60.0,Tyranids,48.76,48.76
Mawloc,120 x 92mm,135.0,Tyranids,88.32,88.32
Neurolictor,50mm,70.0,Tyranids,40.02,40.02
Raveners,40mm,75.0,Tyranids,57.5,57.5
Raveners,40mm,150.0,Tyranids,57.5,57.5
Trygon,120 x 92mm,140.0,Tyranids,88.32,88.32
Von Ryan's Leapers,40mm,70.0,Tyranids,48.76,48.76
Von Ryan's Leapers,40mm,140.0,Tyranids,48.76,48.76
LORD COMMISSAR,32mm,65.0,Necrons,48.76,48.76
VETERAN GUARDSMAN,25mm,65.0,Deathwatch,48.76,48.76
Lord Marshal Dreir,75 x 42mm,100.0,Necrons,55.2,55.2
CATACHAN COMMANDER,25mm,65.0,Tau_Empire,35.88,35.88
VETERAN GUARDSMAN,25mm,65.0,Deathwatch,48.76,48.76
Rogal Dorn Tank Commander,Use model,275.0,Tau_Empire,55.2,55.2
Krieg Combat Engineers,25mm,60.0,Astra_Militarum,55.2,55.2
Krieg Combat Engineers,25mm,95.0,Astra_Militarum,55.2,55.2
Catachan Heavy Weapons Squad,60mm,65.0,Space_Marines,44.16,44.16
HEAVY WEAPONS GUNNER,50mm,75.0,Astra_Militarum,55.2,55.2
